rw,num_jobs,cache_size,qd,metric,unit,value
randwrite,1,1536KB,2,latency_avg,us,420.564699
randwrite,1,1536KB,4,latency_avg,us,426.969317
randwrite,1,1536KB,8,latency_avg,us,439.779400
randwrite,1,1536KB,16,latency_avg,us,465.402767
randwrite,1,1536KB,24,latency_avg,us,491.030083
randwrite,1,1536KB,32,latency_avg,us,516.661036
randwrite,1,1536KB,40,latency_avg,us,542.295372
randwrite,1,1536KB,48,latency_avg,us,599.816882
randwrite,1,1536KB,56,latency_avg,us,681.525734
randwrite,1,1536KB,64,latency_avg,us,766.069197
randwrite,1,1536KB,72,latency_avg,us,852.829418
randwrite,1,1536KB,80,latency_avg,us,941.286679
randwrite,1,1536KB,88,latency_avg,us,1031.019166
randwrite,1,1536KB,96,latency_avg,us,1121.694555
randwrite,1,1536KB,104,latency_avg,us,1213.057450
randwrite,1,1536KB,112,latency_avg,us,1313.355066
randwrite,1,1536KB,120,latency_avg,us,1430.895467
randwrite,1,1536KB,128,latency_avg,us,1556.047793
randwrite,1,2048KB,1,latency_avg,us,407.262500
randwrite,1,2048KB,2,latency_avg,us,410.385451
randwrite,1,2048KB,4,latency_avg,us,416.631446
randwrite,1,2048KB,8,latency_avg,us,429.123796
randwrite,1,2048KB,16,latency_avg,us,454.109786
randwrite,1,2048KB,24,latency_avg,us,479.097269
randwrite,1,2048KB,32,latency_avg,us,504.086019
randwrite,1,2048KB,40,latency_avg,us,529.075852
randwrite,1,2048KB,48,latency_avg,us,554.066620
randwrite,1,2048KB,56,latency_avg,us,623.523544
randwrite,1,2048KB,64,latency_avg,us,700.871818
randwrite,1,2048KB,72,latency_avg,us,780.248191
randwrite,1,2048KB,80,latency_avg,us,861.177175
randwrite,1,2048KB,88,latency_avg,us,943.272854
randwrite,1,2048KB,96,latency_avg,us,1026.231189
