scenario,time_sec,iops,in_steady_tail
ssd_test_20260310_142258,23.547,45160.000,1
ssd_test_20260310_142258,23.597,43560.000,1
ssd_test_20260310_142258,23.647,41200.000,1
ssd_test_20260310_142258,23.697,43600.000,1
ssd_test_20260310_142258,23.747,43160.000,1
ssd_test_20260310_142258,23.797,43620.000,1
ssd_test_20260310_142258,23.847,46500.000,1
ssd_test_20260310_142258,23.897,43340.000,1
ssd_test_20260310_142258,23.947,43780.000,1
ssd_test_20260310_142258,23.998,45860.000,1
ssd_test_20260310_142258,24.048,42540.000,1
ssd_test_20260310_142258,24.098,42280.000,1
ssd_test_20260310_142258,24.147,42121.000,1
ssd_test_20260310_142258,24.197,42200.000,1
ssd_test_20260310_142258,24.247,44260.000,1
ssd_test_20260310_142258,24.297,44600.000,1
ssd_test_20260310_142258,24.347,42300.000,1
ssd_test_20260310_142258,24.397,44380.000,1
ssd_test_20260310_142258,24.448,43320.000,1
ssd_test_20260310_142258,24.498,42080.000,1
ssd_test_20260310_142258,24.548,43140.000,1
ssd_test_20260310_142258,24.598,42900.000,1
ssd_test_20260310_142258,24.647,37529.000,1
ssd_test_20260310_142258,24.697,43420.000,1
ssd_test_20260310_142258,24.747,41360.000,1
ssd_test_20260310_142258,24.797,44560.000,1
ssd_test_20260310_142258,24.848,42760.000,1
ssd_test_20260310_142258,24.897,40794.000,1
ssd_test_20260310_142258,24.947,39600.000,1
ssd_test_20260310_142258,24.997,42220.000,1
ssd_test_20260310_142258,25.047,42920.000,1
ssd_test_20260310_142258,25.097,40740.000,1
ssd_test_20260310_142258,25.147,40040.000,1
ssd_test_20260310_142258,25.197,33240.000,1
ssd_test_20260310_142258,25.248,42120.000,1
ssd_test_20260310_142258,25.298,42820.000,1
ssd_test_20260310_142258,25.348,41940.000,1
ssd_test_20260310_142258,25.397,41263.000,1
ssd_test_20260310_142258,25.448,40311.000,1
ssd_test_20260310_142258,25.498,40280.000,1
ssd_test_20260310_142258,25.548,42660.000,1
ssd_test_20260310_142258,25.598,43420.000,1
ssd_test_20260310_142258,25.649,42420.000,1
ssd_test_20260310_142258,25.699,42600.000,1
ssd_test_20260310_142258,25.749,42860.000,1
ssd_test_20260310_142258,25.799,41920.000,1
ssd_test_20260310_142258,25.849,42140.000,1
ssd_test_20260310_142258,25.899,38260.000,1
ssd_test_20260310_142258,25.949,37720.000,1
ssd_test_20260310_142258,25.999,41800.000,1
ssd_test_20260310_142258,26.050,42600.000,1
ssd_test_20260310_142258,26.100,44260.000,1
ssd_test_20260310_142258,26.150,31920.000,1
ssd_test_20260310_142258,26.200,33060.000,1
ssd_test_20260310_142258,26.250,38160.000,1
ssd_test_20260310_142258,26.300,36900.000,1
ssd_test_20260310_142258,26.350,42400.000,1
ssd_test_20260310_142258,26.400,41000.000,1
ssd_test_20260310_142258,26.450,43820.000,1
ssd_test_20260310_142258,26.500,43100.000,1
ssd_test_20260310_142258,26.553,44018.000,1
ssd_test_20260310_142258,26.603,43940.000,1
ssd_test_20260310_142258,26.653,42180.000,1
ssd_test_20260310_142258,26.703,41980.000,1
ssd_test_20260310_142258,26.754,43320.000,1
ssd_test_20260310_142258,26.804,45200.000,1
ssd_test_20260310_142258,26.854,44280.000,1
ssd_test_20260310_142258,26.904,42760.000,1
ssd_test_20260310_142258,26.954,42980.000,1
ssd_test_20260310_142258,27.004,43820.000,1
ssd_test_20260310_142258,27.054,43920.000,1
ssd_test_20260310_142258,27.105,43040.000,1
ssd_test_20260310_142258,27.155,43200.000,1
ssd_test_20260310_142258,27.205,43800.000,1
ssd_test_20260310_142258,27.255,44140.000,1
ssd_test_20260310_142258,27.305,43940.000,1
ssd_test_20260310_142258,27.355,43700.000,1
ssd_test_20260310_142258,27.405,42700.000,1
ssd_test_20260310_142258,27.455,41140.000,1
ssd_test_20260310_142258,27.505,43060.000,1
ssd_test_20260310_142258,27.555,42060.000,1
ssd_test_20260310_142258,27.606,39820.000,1
ssd_test_20260310_142258,27.656,41340.000,1
ssd_test_20260310_142258,27.706,44160.000,1
ssd_test_20260310_142258,27.756,45100.000,1
ssd_test_20260310_142258,27.806,41400.000,1
ssd_test_20260310_142258,27.856,44620.000,1
ssd_test_20260310_142258,27.906,43820.000,1
ssd_test_20260310_142258,27.957,43540.000,1
ssd_test_20260310_142258,28.007,43740.000,1
ssd_test_20260310_142258,28.057,43440.000,1
ssd_test_20260310_142258,28.107,43120.000,1
ssd_test_20260310_142258,28.157,40680.000,1
ssd_test_20260310_142258,28.207,44020.000,1
ssd_test_20260310_142258,28.257,44040.000,1
ssd_test_20260310_142258,28.307,43420.000,1
ssd_test_20260310_142258,28.357,44080.000,1
ssd_test_20260310_142258,28.408,44680.000,1
ssd_test_20260310_142258,28.458,45780.000,1
ssd_test_20260310_142258,28.508,42100.000,1
ssd_test_20260310_142258,28.558,43500.000,1
ssd_test_20260310_142258,28.608,41400.000,1
ssd_test_20260310_142258,28.658,42560.000,1
ssd_test_20260310_142258,28.708,43800.000,1
ssd_test_20260310_142258,28.758,43060.000,1
ssd_test_20260310_142258,28.808,45760.000,1
ssd_test_20260310_142258,28.858,41840.000,1
ssd_test_20260310_142258,28.908,44360.000,1
ssd_test_20260310_142258,28.959,44200.000,1
ssd_test_20260310_142258,29.009,43460.000,1
ssd_test_20260310_142258,29.059,42700.000,1
ssd_test_20260310_142258,29.109,41180.000,1
ssd_test_20260310_142258,29.159,43540.000,1
ssd_test_20260310_142258,29.209,43440.000,1
ssd_test_20260310_142258,29.259,43160.000,1
ssd_test_20260310_142258,29.310,43411.000,1
ssd_test_20260310_142258,29.360,39680.000,1
ssd_test_20260310_142258,29.411,42880.000,1
ssd_test_20260310_142258,29.461,42300.000,1
ssd_test_20260310_142258,29.511,41440.000,1
ssd_test_20260310_142258,29.561,43820.000,1
ssd_test_20260310_142258,29.611,41760.000,1
ssd_test_20260310_142258,29.661,40960.000,1
ssd_test_20260310_142258,29.711,40440.000,1
ssd_test_20260310_142258,29.761,43160.000,1
ssd_test_20260310_142258,29.811,38960.000,1
ssd_test_20260310_142258,29.861,40000.000,1
ssd_test_20260310_142258,29.912,42500.000,1
ssd_test_20260310_142258,29.962,43240.000,1
ssd_test_20260310_143948,0.145,43611.000,0
ssd_test_20260310_143948,0.195,40940.000,0
ssd_test_20260310_143948,0.246,41400.000,0
ssd_test_20260310_143948,0.296,44900.000,0
ssd_test_20260310_143948,0.346,44580.000,0
ssd_test_20260310_143948,0.395,41121.000,0
ssd_test_20260310_143948,0.445,41940.000,0
ssd_test_20260310_143948,0.495,39760.000,0
ssd_test_20260310_143948,0.545,43220.000,0
ssd_test_20260310_143948,0.597,39728.000,0
ssd_test_20260310_143948,0.648,39720.000,0
ssd_test_20260310_143948,0.699,38253.000,0
ssd_test_20260310_143948,0.749,39820.000,0
ssd_test_20260310_143948,0.799,41580.000,0
ssd_test_20260310_143948,0.849,42700.000,0
ssd_test_20260310_143948,0.899,42440.000,0
ssd_test_20260310_143948,0.949,40780.000,0
ssd_test_20260310_143948,0.999,42460.000,0
ssd_test_20260310_143948,1.050,43500.000,0
ssd_test_20260310_143948,1.100,42500.000,0
ssd_test_20260310_143948,1.150,43480.000,0
ssd_test_20260310_143948,1.200,44380.000,0
ssd_test_20260310_143948,1.250,43180.000,0
ssd_test_20260310_143948,1.300,42960.000,0
ssd_test_20260310_143948,1.350,44440.000,0
ssd_test_20260310_143948,1.400,43840.000,0
ssd_test_20260310_143948,1.450,44760.000,0
ssd_test_20260310_143948,1.500,43900.000,0
ssd_test_20260310_143948,1.550,43580.000,0
ssd_test_20260310_143948,1.600,43900.000,0
ssd_test_20260310_143948,1.650,40460.000,0
ssd_test_20260310_143948,1.701,42560.000,0
ssd_test_20260310_143948,1.751,43800.000,0
ssd_test_20260310_143948,1.801,44100.000,0
ssd_test_20260310_143948,1.851,40580.000,0
ssd_test_20260310_143948,1.901,39900.000,0
ssd_test_20260310_143948,1.951,40380.000,0
ssd_test_20260310_143948,2.000,40366.000,0
ssd_test_20260310_143948,2.050,42700.000,0
ssd_test_20260310_143948,2.101,43300.000,0
ssd_test_20260310_143948,2.151,44520.000,0
ssd_test_20260310_143948,2.201,43780.000,0
ssd_test_20260310_143948,2.251,43300.000,0
ssd_test_20260310_143948,2.301,42980.000,0
ssd_test_20260310_143948,2.351,44500.000,0
ssd_test_20260310_143948,2.401,44140.000,0
ssd_test_20260310_143948,2.451,40280.000,0
ssd_test_20260310_143948,2.500,42979.000,0
ssd_test_20260310_143948,2.550,43220.000,0
ssd_test_20260310_143948,2.600,41380.000,0
ssd_test_20260310_143948,2.651,34320.000,0
ssd_test_20260310_143948,2.701,35080.000,0
ssd_test_20260310_143948,2.751,37860.000,0
ssd_test_20260310_143948,2.801,40700.000,0
ssd_test_20260310_143948,2.850,40794.000,0
ssd_test_20260310_143948,2.900,42660.000,0
ssd_test_20260310_143948,2.950,39000.000,0
ssd_test_20260310_143948,3.000,41060.000,0
ssd_test_20260310_143948,3.051,42080.000,0
ssd_test_20260310_143948,3.101,42960.000,0
ssd_test_20260310_143948,3.150,36774.000,0
ssd_test_20260310_143948,3.200,42120.000,0
ssd_test_20260310_143948,3.250,42700.000,0
ssd_test_20260310_143948,3.300,43480.000,0
ssd_test_20260310_143948,3.350,43000.000,0
ssd_test_20260310_143948,3.401,43940.000,0
ssd_test_20260310_143948,3.451,43080.000,0
ssd_test_20260310_143948,3.501,43720.000,0
ssd_test_20260310_143948,3.551,44140.000,0
ssd_test_20260310_143948,3.601,38740.000,0
ssd_test_20260310_143948,3.651,37720.000,0
ssd_test_20260310_143948,3.701,41520.000,0
ssd_test_20260310_143948,3.750,42774.000,0
ssd_test_20260310_143948,3.800,37780.000,0
ssd_test_20260310_143948,3.850,41040.000,0
ssd_test_20260310_143948,3.901,43540.000,0
ssd_test_20260310_143948,3.951,43340.000,0
ssd_test_20260310_143948,4.001,45500.000,0
ssd_test_20260310_143948,4.051,42920.000,0
ssd_test_20260310_143948,4.101,43340.000,0
ssd_test_20260310_143948,4.150,38917.000,0
ssd_test_20260310_143948,4.200,43800.000,0
ssd_test_20260310_143948,4.251,38940.000,0
ssd_test_20260310_143948,4.301,43720.000,0
ssd_test_20260310_143948,4.351,44820.000,0
ssd_test_20260310_143948,4.401,43740.000,0
ssd_test_20260310_143948,4.451,42660.000,0
ssd_test_20260310_143948,4.501,42020.000,0
ssd_test_20260310_143948,4.551,43120.000,0
ssd_test_20260310_143948,4.601,43560.000,0
ssd_test_20260310_143948,4.650,40611.000,0
ssd_test_20260310_143948,4.700,43320.000,0
ssd_test_20260310_143948,4.750,43880.000,0
ssd_test_20260310_143948,4.800,43760.000,0
ssd_test_20260310_143948,4.850,43080.000,0
ssd_test_20260310_143948,4.901,41520.000,0
ssd_test_20260310_143948,4.951,38680.000,0
ssd_test_20260310_143948,5.001,41360.000,0
ssd_test_20260310_143948,5.051,40200.000,0
ssd_test_20260310_143948,5.101,42520.000,0
ssd_test_20260310_143948,5.150,42916.000,0
ssd_test_20260310_143948,5.200,41680.000,0
ssd_test_20260310_143948,5.250,38960.000,0
ssd_test_20260310_143948,5.301,40760.000,0
ssd_test_20260310_143948,5.351,43080.000,0
ssd_test_20260310_143948,5.401,42520.000,0
ssd_test_20260310_143948,5.451,43880.000,0
ssd_test_20260310_143948,5.501,43860.000,0
ssd_test_20260310_143948,5.551,43620.000,0
ssd_test_20260310_143948,5.600,45305.000,0
ssd_test_20260310_143948,5.650,42020.000,0
ssd_test_20260310_143948,5.700,43420.000,0
ssd_test_20260310_143948,5.750,32840.000,0
ssd_test_20260310_143948,5.801,41620.000,0
ssd_test_20260310_143948,5.851,42820.000,0
ssd_test_20260310_143948,5.901,44180.000,0
ssd_test_20260310_143948,5.951,42760.000,0
ssd_test_20260310_143948,6.001,41720.000,0
ssd_test_20260310_143948,6.051,40580.000,0
ssd_test_20260310_143948,6.101,44780.000,0
ssd_test_20260310_143948,6.150,44530.000,0
ssd_test_20260310_143948,6.200,42640.000,0
ssd_test_20260310_143948,6.250,44340.000,0
ssd_test_20260310_143948,6.300,41260.000,0
ssd_test_20260310_143948,6.350,41680.000,0
ssd_test_20260310_143948,6.400,40440.000,0
ssd_test_20260310_143948,6.450,43740.000,0
ssd_test_20260310_143948,6.501,41840.000,0
ssd_test_20260310_143948,6.551,44140.000,0
ssd_test_20260310_143948,6.601,44200.000,0
ssd_test_20260310_143948,6.651,42620.000,0
ssd_test_20260310_143948,6.701,42740.000,0
ssd_test_20260310_143948,6.751,41020.000,0
ssd_test_20260310_143948,6.801,45140.000,0
ssd_test_20260310_143948,6.851,44360.000,0
ssd_test_20260310_143948,6.900,44590.000,0
ssd_test_20260310_143948,6.950,41700.000,0
ssd_test_20260310_143948,7.000,41060.000,0
ssd_test_20260310_143948,7.050,44880.000,0
ssd_test_20260310_143948,7.100,40200.000,0
ssd_test_20260310_143948,7.151,43280.000,0
ssd_test_20260310_143948,7.201,43960.000,0
ssd_test_20260310_143948,7.251,44300.000,0
ssd_test_20260310_143948,7.301,44400.000,0
ssd_test_20260310_143948,7.351,43720.000,0
ssd_test_20260310_143948,7.401,42720.000,0
ssd_test_20260310_143948,7.451,40740.000,0
ssd_test_20260310_143948,7.501,38020.000,0
ssd_test_20260310_143948,7.550,40794.000,0
ssd_test_20260310_143948,7.600,43800.000,0
ssd_test_20260310_143948,7.651,38840.000,0
ssd_test_20260310_143948,7.700,36733.000,0
ssd_test_20260310_143948,7.750,40580.000,0
ssd_test_20260310_143948,7.800,42620.000,0
ssd_test_20260310_143948,7.851,41620.000,0
ssd_test_20260310_143948,7.901,41640.000,0
ssd_test_20260310_143948,7.951,41020.000,0
ssd_test_20260310_143948,8.001,42980.000,0
ssd_test_20260310_143948,8.051,43400.000,0
ssd_test_20260310_143948,8.101,41680.000,0
ssd_test_20260310_143948,8.150,42610.000,0
ssd_test_20260310_143948,8.200,42980.000,0
ssd_test_20260310_143948,8.250,43900.000,0
ssd_test_20260310_143948,8.300,43240.000,0
ssd_test_20260310_143948,8.350,39440.000,0
ssd_test_20260310_143948,8.401,34160.000,0
ssd_test_20260310_143948,8.451,40840.000,0
ssd_test_20260310_143948,8.501,40240.000,0
ssd_test_20260310_143948,8.551,39440.000,0
ssd_test_20260310_143948,8.601,38640.000,0
ssd_test_20260310_143948,8.651,37320.000,0
ssd_test_20260310_143948,8.700,36549.000,0
ssd_test_20260310_143948,8.750,41920.000,0
ssd_test_20260310_143948,8.801,38300.000,0
ssd_test_20260310_143948,8.851,35320.000,0
ssd_test_20260310_143948,8.901,37300.000,0
ssd_test_20260310_143948,8.951,38160.000,0
ssd_test_20260310_143948,9.001,41260.000,0
ssd_test_20260310_143948,9.051,44060.000,0
ssd_test_20260310_143948,9.101,42700.000,0
ssd_test_20260310_143948,9.150,44101.000,0
ssd_test_20260310_143948,9.200,41280.000,0
ssd_test_20260310_143948,9.250,42860.000,0
ssd_test_20260310_143948,9.300,38400.000,0
ssd_test_20260310_143948,9.351,34760.000,0
ssd_test_20260310_143948,9.401,37400.000,0
ssd_test_20260310_143948,9.451,41720.000,0
ssd_test_20260310_143948,9.501,42920.000,0
ssd_test_20260310_143948,9.551,43020.000,0
ssd_test_20260310_143948,9.601,41760.000,0
ssd_test_20260310_143948,9.650,40059.000,0
ssd_test_20260310_143948,9.700,38560.000,0
ssd_test_20260310_143948,9.750,39380.000,0
ssd_test_20260310_143948,9.801,40700.000,0
ssd_test_20260310_143948,9.851,41220.000,0
ssd_test_20260310_143948,9.901,39800.000,0
ssd_test_20260310_143948,9.951,39760.000,0
ssd_test_20260310_143948,10.001,38180.000,0
ssd_test_20260310_143948,10.051,41540.000,0
ssd_test_20260310_143948,10.101,39980.000,0
ssd_test_20260310_143948,10.151,41520.000,0
ssd_test_20260310_143948,10.201,42860.000,0
ssd_test_20260310_143948,10.251,42440.000,0
ssd_test_20260310_143948,10.300,42896.000,0
ssd_test_20260310_143948,10.350,41960.000,0
ssd_test_20260310_143948,10.400,44480.000,0
ssd_test_20260310_143948,10.450,43540.000,0
ssd_test_20260310_143948,10.500,42800.000,0
ssd_test_20260310_143948,10.550,43960.000,0
ssd_test_20260310_143948,10.600,42160.000,0
ssd_test_20260310_143948,10.651,42040.000,0
ssd_test_20260310_143948,10.701,41580.000,0
ssd_test_20260310_143948,10.751,40760.000,0
ssd_test_20260310_143948,10.801,41340.000,0
ssd_test_20260310_143948,10.851,39820.000,0
ssd_test_20260310_143948,10.900,31018.000,0
ssd_test_20260310_143948,10.951,39840.000,0
ssd_test_20260310_143948,11.001,41160.000,0
ssd_test_20260310_143948,11.051,40720.000,0
ssd_test_20260310_143948,11.101,40640.000,0
ssd_test_20260310_143948,11.151,42180.000,0
ssd_test_20260310_143948,11.201,40260.000,0
ssd_test_20260310_143948,11.251,41700.000,0
ssd_test_20260310_143948,11.301,43440.000,0
ssd_test_20260310_143948,11.351,44080.000,0
ssd_test_20260310_143948,11.400,41141.000,0
ssd_test_20260310_143948,11.450,38840.000,0
ssd_test_20260310_143948,11.500,40520.000,0
ssd_test_20260310_143948,11.550,35960.000,0
ssd_test_20260310_143948,11.600,36560.000,0
ssd_test_20260310_143948,11.651,40360.000,0
ssd_test_20260310_143948,11.701,37600.000,0
ssd_test_20260310_143948,11.751,40020.000,0
ssd_test_20260310_143948,11.801,41360.000,0
ssd_test_20260310_143948,11.851,40500.000,0
ssd_test_20260310_143948,11.900,38631.000,0
ssd_test_20260310_143948,11.950,35900.000,0
ssd_test_20260310_143948,12.000,38540.000,0
ssd_test_20260310_143948,12.050,39620.000,0
ssd_test_20260310_143948,12.101,40560.000,0
ssd_test_20260310_143948,12.151,43300.000,0
ssd_test_20260310_143948,12.201,42980.000,0
ssd_test_20260310_143948,12.251,41780.000,0
ssd_test_20260310_143948,12.301,43320.000,0
ssd_test_20260310_143948,12.351,42340.000,0
ssd_test_20260310_143948,12.401,42400.000,0
ssd_test_20260310_143948,12.451,42140.000,0
ssd_test_20260310_143948,12.500,38815.000,0
ssd_test_20260310_143948,12.550,39800.000,0
ssd_test_20260310_143948,12.600,41060.000,0
ssd_test_20260310_143948,12.651,39420.000,0
ssd_test_20260310_143948,12.701,40240.000,0
ssd_test_20260310_143948,12.751,36820.000,0
ssd_test_20260310_143948,12.800,38999.000,0
ssd_test_20260310_143948,12.851,40240.000,0
ssd_test_20260310_143948,12.901,41180.000,0
ssd_test_20260310_143948,12.951,37160.000,0
ssd_test_20260310_143948,13.001,39620.000,0
ssd_test_20260310_143948,13.054,39075.000,0
ssd_test_20260310_143948,13.104,38760.000,0
ssd_test_20260310_143948,13.154,42160.000,0
ssd_test_20260310_143948,13.204,41340.000,0
ssd_test_20260310_143948,13.255,40140.000,0
ssd_test_20260310_143948,13.305,43840.000,0
ssd_test_20260310_143948,13.355,40980.000,0
ssd_test_20260310_143948,13.405,41040.000,0
ssd_test_20260310_143948,13.455,42300.000,0
ssd_test_20260310_143948,13.506,42160.000,0
ssd_test_20260310_143948,13.556,42660.000,0
ssd_test_20260310_143948,13.606,42500.000,0
ssd_test_20260310_143948,13.657,30460.000,0
ssd_test_20260310_143948,13.707,32860.000,0
ssd_test_20260310_143948,13.758,32060.000,0
ssd_test_20260310_143948,13.808,31700.000,0
ssd_test_20260310_143948,13.859,32960.000,0
ssd_test_20260310_143948,13.909,37900.000,0
ssd_test_20260310_143948,13.959,39900.000,0
ssd_test_20260310_143948,14.010,41360.000,0
ssd_test_20260310_143948,14.060,40780.000,0
ssd_test_20260310_143948,14.110,36840.000,0
ssd_test_20260310_143948,14.160,41580.000,0
ssd_test_20260310_143948,14.211,42600.000,0
ssd_test_20260310_143948,14.261,39240.000,0
ssd_test_20260310_143948,14.311,39880.000,0
ssd_test_20260310_143948,14.361,41500.000,0
ssd_test_20260310_143948,14.412,41740.000,0
ssd_test_20260310_143948,14.462,41680.000,0
ssd_test_20260310_143948,14.512,41760.000,0
ssd_test_20260310_143948,14.562,42880.000,0
ssd_test_20260310_143948,14.612,42540.000,0
ssd_test_20260310_143948,14.663,40600.000,0
ssd_test_20260310_143948,14.713,42640.000,0
ssd_test_20260310_143948,14.763,38720.000,0
ssd_test_20260310_143948,14.814,41520.000,0
ssd_test_20260310_143948,14.864,41040.000,0
ssd_test_20260310_143948,14.914,42660.000,0
ssd_test_20260310_143948,14.964,43200.000,0
ssd_test_20260310_143948,15.014,42160.000,0
ssd_test_20260310_143948,15.065,43760.000,0
ssd_test_20260310_143948,15.115,43480.000,0
ssd_test_20260310_143948,15.165,43180.000,0
ssd_test_20260310_143948,15.215,43300.000,0
ssd_test_20260310_143948,15.265,40880.000,0
ssd_test_20260310_143948,15.316,43600.000,0
ssd_test_20260310_143948,15.366,41580.000,0
ssd_test_20260310_143948,15.416,42220.000,0
ssd_test_20260310_143948,15.467,43500.000,0
ssd_test_20260310_143948,15.517,42240.000,0
ssd_test_20260310_143948,15.567,43080.000,0
ssd_test_20260310_143948,15.617,42000.000,0
ssd_test_20260310_143948,15.668,40640.000,0
ssd_test_20260310_143948,15.718,42640.000,0
ssd_test_20260310_143948,15.768,42780.000,0
ssd_test_20260310_143948,15.819,41620.000,0
ssd_test_20260310_143948,15.869,40620.000,0
ssd_test_20260310_143948,15.919,39980.000,0
ssd_test_20260310_143948,15.969,42380.000,0
ssd_test_20260310_143948,16.020,38680.000,0
ssd_test_20260310_143948,16.070,39940.000,0
ssd_test_20260310_143948,16.120,34060.000,0
ssd_test_20260310_143948,16.170,36520.000,0
ssd_test_20260310_143948,16.220,40660.000,0
ssd_test_20260310_143948,16.271,38340.000,0
ssd_test_20260310_143948,16.321,38360.000,0
ssd_test_20260310_143948,16.371,38540.000,0
ssd_test_20260310_143948,16.421,40560.000,0
ssd_test_20260310_143948,16.472,41140.000,0
ssd_test_20260310_143948,16.522,39920.000,0
ssd_test_20260310_143948,16.572,42520.000,0
ssd_test_20260310_143948,16.622,42100.000,0
ssd_test_20260310_143948,16.672,39400.000,0
ssd_test_20260310_143948,16.722,41260.000,0
ssd_test_20260310_143948,16.772,42140.000,0
ssd_test_20260310_143948,16.823,43700.000,0
ssd_test_20260310_143948,16.873,39540.000,0
ssd_test_20260310_143948,16.923,42440.000,0
ssd_test_20260310_143948,16.973,44020.000,0
ssd_test_20260310_143948,17.023,44140.000,0
ssd_test_20260310_143948,17.074,43020.000,0
ssd_test_20260310_143948,17.124,44020.000,0
ssd_test_20260310_143948,17.174,43080.000,0
ssd_test_20260310_143948,17.224,43140.000,0
ssd_test_20260310_143948,17.274,42980.000,0
ssd_test_20260310_143948,17.325,42600.000,0
ssd_test_20260310_143948,17.375,42780.000,0
ssd_test_20260310_143948,17.425,42700.000,0
ssd_test_20260310_143948,17.475,41140.000,0
ssd_test_20260310_143948,17.525,43100.000,0
ssd_test_20260310_143948,17.576,42220.000,0
ssd_test_20260310_143948,17.626,41460.000,0
ssd_test_20260310_143948,17.676,38440.000,0
ssd_test_20260310_143948,17.727,40620.000,0
ssd_test_20260310_143948,17.777,38040.000,0
ssd_test_20260310_143948,17.827,42540.000,0
ssd_test_20260310_143948,17.877,43200.000,0
ssd_test_20260310_143948,17.927,42620.000,0
ssd_test_20260310_143948,17.978,40960.000,0
ssd_test_20260310_143948,18.028,42920.000,0
ssd_test_20260310_143948,18.078,40940.000,0
ssd_test_20260310_143948,18.128,40660.000,0
ssd_test_20260310_143948,18.178,41740.000,0
ssd_test_20260310_143948,18.228,41700.000,0
ssd_test_20260310_143948,18.279,37960.000,0
ssd_test_20260310_143948,18.329,35920.000,0
ssd_test_20260310_143948,18.379,41900.000,0
ssd_test_20260310_143948,18.430,44520.000,0
ssd_test_20260310_143948,18.480,40840.000,0
ssd_test_20260310_143948,18.530,42460.000,0
ssd_test_20260310_143948,18.580,43780.000,0
ssd_test_20260310_143948,18.630,42900.000,0
ssd_test_20260310_143948,18.681,40460.000,0
ssd_test_20260310_143948,18.731,41760.000,0
ssd_test_20260310_143948,18.781,44440.000,0
ssd_test_20260310_143948,18.831,41240.000,0
ssd_test_20260310_143948,18.882,43320.000,0
ssd_test_20260310_143948,18.932,44260.000,0
ssd_test_20260310_143948,18.982,42240.000,0
ssd_test_20260310_143948,19.032,44100.000,0
ssd_test_20260310_143948,19.082,42780.000,0
ssd_test_20260310_143948,19.132,43940.000,0
ssd_test_20260310_143948,19.183,42860.000,0
ssd_test_20260310_143948,19.233,43580.000,0
ssd_test_20260310_143948,19.283,43860.000,0
ssd_test_20260310_143948,19.333,43300.000,0
ssd_test_20260310_143948,19.383,44360.000,0
ssd_test_20260310_143948,19.433,42700.000,0
ssd_test_20260310_143948,19.484,43840.000,0
ssd_test_20260310_143948,19.534,42440.000,0
ssd_test_20260310_143948,19.584,42800.000,0
ssd_test_20260310_143948,19.634,43220.000,0
ssd_test_20260310_143948,19.684,40980.000,0
ssd_test_20260310_143948,19.734,44240.000,0
ssd_test_20260310_143948,19.784,44460.000,0
ssd_test_20260310_143948,19.834,43060.000,0
ssd_test_20260310_143948,19.885,40460.000,0
ssd_test_20260310_143948,19.935,42080.000,0
ssd_test_20260310_143948,19.985,43240.000,0
ssd_test_20260310_143948,20.036,42660.000,0
ssd_test_20260310_143948,20.086,43740.000,0
ssd_test_20260310_143948,20.136,44400.000,0
ssd_test_20260310_143948,20.186,42980.000,0
ssd_test_20260310_143948,20.236,43200.000,0
ssd_test_20260310_143948,20.286,42500.000,0
ssd_test_20260310_143948,20.336,44240.000,0
ssd_test_20260310_143948,20.387,42940.000,0
ssd_test_20260310_143948,20.437,43100.000,0
ssd_test_20260310_143948,20.487,42520.000,0
ssd_test_20260310_143948,20.537,40600.000,0
ssd_test_20260310_143948,20.587,42120.000,0
ssd_test_20260310_143948,20.637,43340.000,0
ssd_test_20260310_143948,20.688,38880.000,0
ssd_test_20260310_143948,20.738,42600.000,0
ssd_test_20260310_143948,20.789,41115.000,0
ssd_test_20260310_143948,20.839,42540.000,0
ssd_test_20260310_143948,20.889,41140.000,0
ssd_test_20260310_143948,20.939,42340.000,0
ssd_test_20260310_143948,20.990,41140.000,0
ssd_test_20260310_143948,21.040,35640.000,0
ssd_test_20260310_143948,21.090,39200.000,1
ssd_test_20260310_143948,21.140,40240.000,1
ssd_test_20260310_143948,21.191,39340.000,1
ssd_test_20260310_143948,21.241,42780.000,1
ssd_test_20260310_143948,21.291,42940.000,1
ssd_test_20260310_143948,21.341,41780.000,1
ssd_test_20260310_143948,21.391,34260.000,1
ssd_test_20260310_143948,21.442,42100.000,1
ssd_test_20260310_143948,21.492,39140.000,1
ssd_test_20260310_143948,21.542,39660.000,1
ssd_test_20260310_143948,21.592,43520.000,1
ssd_test_20260310_143948,21.642,43500.000,1
ssd_test_20260310_143948,21.692,42120.000,1
ssd_test_20260310_143948,21.743,43520.000,1
ssd_test_20260310_143948,21.793,42780.000,1
ssd_test_20260310_143948,21.843,41700.000,1
ssd_test_20260310_143948,21.893,41480.000,1
ssd_test_20260310_143948,21.944,41400.000,1
ssd_test_20260310_143948,21.994,45260.000,1
ssd_test_20260310_143948,22.044,42220.000,1
ssd_test_20260310_143948,22.094,42880.000,1
ssd_test_20260310_143948,22.144,45020.000,1
ssd_test_20260310_143948,22.194,43800.000,1
ssd_test_20260310_143948,22.245,42760.000,1
ssd_test_20260310_143948,22.295,44560.000,1
ssd_test_20260310_143948,22.345,42440.000,1
ssd_test_20260310_143948,22.395,43120.000,1
ssd_test_20260310_143948,22.445,42640.000,1
ssd_test_20260310_143948,22.495,45500.000,1
ssd_test_20260310_143948,22.545,44080.000,1
ssd_test_20260310_143948,22.595,44000.000,1
ssd_test_20260310_143948,22.645,43140.000,1
ssd_test_20260310_143948,22.696,38240.000,1
ssd_test_20260310_143948,22.746,39780.000,1
ssd_test_20260310_143948,22.796,42520.000,1
